date,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2_,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,DateTime,Temperature_C,Humidity_Pct
09/03/2018 21:15,4.21,0.0,27.18,0.0,100.0,15.31,2018-03-09T21:15:00.0,-8.0,67.5
09/03/2018 21:30,4.14,0.0,27.25,0.0,100.0,15.02,2018-03-09T21:30:00.0,-6.8,64.7
09/03/2018 21:45,4.21,0.0,27.04,0.0,100.0,15.38,2018-03-09T21:45:00.0,-2.6,65.2
09/03/2018 22:00,4.18,0.0,27.04,0.0,100.0,15.28,2018-03-09T22:00:00.0,-4.3,59.5
09/03/2018 22:15,4.03,1.58,15.44,0.0,93.1,25.25,2018-03-09T22:15:00.0,-7.3,64.8
09/03/2018 22:30,3.85,4.36,0.0,0.0,66.19,100.0,2018-03-09T22:30:00.0,-5.3,69.8
09/03/2018 22:45,3.82,4.28,0.0,0.0,66.59,100.0,2018-03-09T22:45:00.0,-5.5,65.8
09/03/2018 23:00,3.82,4.1,0.0,0.0,68.17,100.0,2018-03-09T23:00:00.0,-4.4,70.7
09/03/2018 23:15,3.74,3.56,0.0,0.0,72.43,100.0,2018-03-09T23:15:00.0,-7.9,71.0
09/03/2018 23:30,3.74,3.24,0.0,0.0,75.58,100.0,2018-03-09T23:30:00.0,-5.5,70.2
09/03/2018 23:45,3.74,3.38,0.0,0.0,74.19,100.0,2018-03-09T23:45:00.0,-7.3,62.8
09/03/2018 00:00,3.74,3.53,0.0,0.0,72.72,100.0,2018-03-09T00:00:00.0,-5.2,67.0
10/03/2018 00:15,3.38,2.99,0.0,0.0,74.9,100.0,2018-03-10T00:15:00.0,-13.2,57.4
10/03/2018 00:30,3.02,2.56,0.0,0.0,76.28,100.0,2018-03-10T00:30:00.0,-11.4,68.7
10/03/2018 00:45,3.1,2.59,0.0,0.0,76.74,100.0,2018-03-10T00:45:00.0,-12.0,61.2
10/03/2018 01:00,3.06,2.74,0.0,0.0,74.5,100.0,2018-03-10T01:00:00.0,-10.9,63.2
10/03/2018 01:15,3.06,2.7,0.0,0.0,74.98,100.0,2018-03-10T01:15:00.0,-14.5,63.4
10/03/2018 01:30,3.13,2.74,0.0,0.0,75.24,100.0,2018-03-10T01:30:00.0,-9.0,59.7
10/03/2018 01:45,3.06,2.66,0.0,0.0,75.47,100.0,2018-03-10T01:45:00.0,-12.7,62.8
10/03/2018 02:00,3.1,2.59,0.0,0.0,76.74,100.0,2018-03-10T02:00:00.0,-10.6,62.7
10/03/2018 02:15,3.06,2.7,0.0,0.0,74.98,100.0,2018-03-10T02:15:00.0,-10.1,65.0
10/03/2018 02:30,3.06,2.77,0.0,0.0,74.14,100.0,2018-03-10T02:30:00.0,-11.1,70.1
10/03/2018 02:45,3.13,2.66,0.0,0.0,76.2,100.0,2018-03-10T02:45:00.0,-9.7,66.7
10/03/2018 03:00,3.74,3.74,0.0,0.0,70.71,100.0,2018-03-10T03:00:00.0,-10.7,69.2
10/03/2018 03:15,3.49,3.31,0.0,0.0,72.56,100.0,2018-03-10T03:15:00.0,-12.3,65.7
10/03/2018 03:30,3.06,2.81,0.0,0.0,73.66,100.0,2018-03-10T03:30:00.0,-9.9,67.0
10/03/2018 03:45,3.13,2.74,0.0,0.0,75.24,100.0,2018-03-10T03:45:00.0,-12.2,68.9
10/03/2018 04:00,3.13,2.63,0.0,0.0,76.56,100.0,2018-03-10T04:00:00.0,-11.1,68.8
10/03/2018 04:15,3.02,2.56,0.0,0.0,76.28,100.0,2018-03-10T04:15:00.0,-10.9,61.0
10/03/2018 04:30,3.1,2.7,0.0,0.0,75.41,100.0,2018-03-10T04:30:00.0,-11.6,68.8
10/03/2018 04:45,3.1,2.66,0.0,0.0,75.89,100.0,2018-03-10T04:45:00.0,-12.0,64.3
10/03/2018 05:00,3.1,2.7,0.0,0.0,75.41,100.0,2018-03-10T05:00:00.0,-11.2,63.8
10/03/2018 05:15,3.13,2.74,0.0,0.0,75.24,100.0,2018-03-10T05:15:00.0,-8.3,65.1
10/03/2018 05:30,3.06,2.74,0.0,0.0,74.5,100.0,2018-03-10T05:30:00.0,-8.9,66.6
10/03/2018 05:45,3.1,2.7,0.0,0.0,75.41,100.0,2018-03-10T05:45:00.0,-10.3,66.4
10/03/2018 06:00,3.1,2.77,0.0,0.0,74.57,100.0,2018-03-10T06:00:00.0,-9.8,62.3
10/03/2018 06:15,3.17,2.92,0.0,0.0,73.55,100.0,2018-03-10T06:15:00.0,-8.4,68.9
10/03/2018 06:30,3.78,4.03,0.0,0.0,68.41,100.0,2018-03-10T06:30:00.0,-12.3,64.1
10/03/2018 06:45,3.1,3.06,0.0,0.0,71.17,100.0,2018-03-10T06:45:00.0,-11.3,58.8
10/03/2018 07:00,3.1,3.28,0.0,0.0,68.69,100.0,2018-03-10T07:00:00.0,-8.9,65.0
10/03/2018 07:15,3.1,3.17,0.0,0.0,69.92,100.0,2018-03-10T07:15:00.0,-8.5,59.1
10/03/2018 07:30,3.1,3.06,0.0,0.0,71.17,100.0,2018-03-10T07:30:00.0,-8.9,62.3
10/03/2018 07:45,3.28,3.13,0.0,0.0,72.35,100.0,2018-03-10T07:45:00.0,-9.4,68.2
10/03/2018 08:00,3.28,3.1,0.0,0.0,72.68,100.0,2018-03-10T08:00:00.0,-11.8,67.0
10/03/2018 08:15,5.69,6.77,0.0,0.0,64.34,100.0,2018-03-10T08:15:00.0,-9.0,60.6
10/03/2018 08:30,6.95,7.24,0.0,0.0,69.25,100.0,2018-03-10T08:30:00.0,-10.0,63.3
10/03/2018 08:45,7.67,6.01,0.36,0.0,78.71,99.89,2018-03-10T08:45:00.0,-9.6,61.1
10/03/2018 09:00,27.0,1.37,6.8,0.01,99.87,96.97,2018-03-10T09:00:00.0,-5.7,62.5
10/03/2018 09:15,28.22,0.0,10.58,0.01,100.0,93.64,2018-03-10T09:15:00.0,-11.7,61.5
10/03/2018 09:30,29.27,0.0,10.15,0.01,100.0,94.48,2018-03-10T09:30:00.0,-5.4,58.1
10/03/2018 09:45,28.44,0.04,9.94,0.01,100.0,94.4,2018-03-10T09:45:00.0,-7.7,59.3
10/03/2018 10:00,28.26,0.04,10.48,0.01,100.0,93.76,2018-03-10T10:00:00.0,-6.8,57.8
10/03/2018 10:15,24.95,0.0,12.85,0.01,100.0,88.9,2018-03-10T10:15:00.0,-10.3,60.2
10/03/2018 10:30,9.68,0.0,23.9,0.0,100.0,37.54,2018-03-10T10:30:00.0,-7.2,64.7
10/03/2018 10:45,9.83,0.0,23.83,0.0,100.0,38.13,2018-03-10T10:45:00.0,-9.2,66.7
10/03/2018 11:00,8.32,0.0,24.37,0.0,100.0,32.31,2018-03-10T11:00:00.0,-2.8,63.2
10/03/2018 11:15,7.38,0.0,8.32,0.0,100.0,66.36,2018-03-10T11:15:00.0,-4.8,63.8
10/03/2018 11:30,9.43,0.0,5.9,0.0,100.0,84.77,2018-03-10T11:30:00.0,-6.4,51.5
10/03/2018 11:45,9.47,0.0,5.83,0.0,100.0,85.16,2018-03-10T11:45:00.0,-6.5,59.2
10/03/2018 12:00,6.44,0.0,7.88,0.0,100.0,63.28,2018-03-10T12:00:00.0,-3.9,56.4
10/03/2018 12:15,5.94,0.0,20.38,0.0,100.0,27.98,2018-03-10T12:15:00.0,-6.4,60.1
10/03/2018 12:30,6.37,0.0,25.63,0.0,100.0,24.12,2018-03-10T12:30:00.0,-8.1,59.2
10/03/2018 12:45,7.81,0.0,23.98,0.0,100.0,30.97,2018-03-10T12:45:00.0,-5.3,55.1
10/03/2018 13:00,10.73,0.0,21.6,0.0,100.0,44.49,2018-03-10T13:00:00.0,-4.1,56.1
10/03/2018 13:15,10.62,0.0,21.6,0.0,100.0,44.12,2018-03-10T13:15:00.0,-9.9,53.8
10/03/2018 13:30,10.91,0.0,21.13,0.01,100.0,45.88,2018-03-10T13:30:00.0,-6.8,53.7
10/03/2018 13:45,26.78,0.11,11.05,0.01,100.0,92.44,2018-03-10T13:45:00.0,-4.0,62.5
10/03/2018 14:00,28.44,0.0,9.79,0.01,100.0,94.55,2018-03-10T14:00:00.0,-7.8,57.9
10/03/2018 14:15,28.76,0.07,9.32,0.01,100.0,95.13,2018-03-10T14:15:00.0,-8.3,52.3
10/03/2018 14:30,29.09,0.14,8.35,0.01,100.0,96.12,2018-03-10T14:30:00.0,-4.8,53.4
10/03/2018 14:45,28.58,0.11,9.22,0.01,100.0,95.17,2018-03-10T14:45:00.0,-2.3,49.9
10/03/2018 15:00,29.2,0.11,8.53,0.01,100.0,95.99,2018-03-10T15:00:00.0,-5.5,60.8
10/03/2018 15:15,30.35,0.32,7.31,0.01,99.99,97.22,2018-03-10T15:15:00.0,-1.0,61.6
10/03/2018 15:30,29.3,0.04,8.82,0.01,100.0,95.76,2018-03-10T15:30:00.0,-4.4,54.9
10/03/2018 15:45,32.04,0.9,5.15,0.01,99.96,98.73,2018-03-10T15:45:00.0,-8.5,55.4
10/03/2018 16:00,34.92,1.76,1.3,0.02,99.87,99.93,2018-03-10T16:00:00.0,1.6,58.1
10/03/2018 16:15,36.18,2.59,0.94,0.02,99.74,99.97,2018-03-10T16:15:00.0,-5.2,50.0
10/03/2018 16:30,36.54,3.31,0.79,0.02,99.59,99.98,2018-03-10T16:30:00.0,-6.8,57.2
10/03/2018 16:45,35.93,2.09,1.12,0.02,99.83,99.95,2018-03-10T16:45:00.0,-7.1,54.6
10/03/2018 17:00,26.03,0.68,9.36,0.01,99.97,94.1,2018-03-10T17:00:00.0,-4.6,51.5
10/03/2018 17:15,4.43,0.0,26.6,0.0,100.0,16.43,2018-03-10T17:15:00.0,-5.2,53.6
10/03/2018 17:30,4.25,0.0,26.75,0.0,100.0,15.69,2018-03-10T17:30:00.0,-3.4,56.0
10/03/2018 17:45,4.21,0.0,26.6,0.0,100.0,15.63,2018-03-10T17:45:00.0,-7.5,54.0
10/03/2018 18:00,4.25,0.0,26.46,0.0,100.0,15.86,2018-03-10T18:00:00.0,-8.4,57.2
10/03/2018 18:15,4.03,0.0,10.26,0.0,100.0,36.56,2018-03-10T18:15:00.0,-7.3,58.1
10/03/2018 18:30,4.07,0.0,9.04,0.0,100.0,41.05,2018-03-10T18:30:00.0,-9.0,57.0
10/03/2018 18:45,4.1,0.0,22.75,0.0,100.0,17.74,2018-03-10T18:45:00.0,-5.1,56.6
10/03/2018 19:00,4.14,0.0,26.96,0.0,100.0,15.18,2018-03-10T19:00:00.0,-4.6,55.9
10/03/2018 19:15,4.18,0.0,26.96,0.0,100.0,15.32,2018-03-10T19:15:00.0,-4.5,52.2
10/03/2018 19:30,4.21,0.0,26.93,0.0,100.0,15.45,2018-03-10T19:30:00.0,-9.0,55.9
10/03/2018 19:45,4.25,0.0,26.96,0.0,100.0,15.57,2018-03-10T19:45:00.0,-6.0,54.5
10/03/2018 20:00,4.18,0.0,26.96,0.0,100.0,15.32,2018-03-10T20:00:00.0,-8.5,59.0
10/03/2018 20:15,4.18,0.0,26.93,0.0,100.0,15.34,2018-03-10T20:15:00.0,-10.1,59.0
10/03/2018 20:30,4.18,0.0,26.86,0.0,100.0,15.38,2018-03-10T20:30:00.0,-5.2,55.9
10/03/2018 20:45,4.21,0.0,26.89,0.0,100.0,15.47,2018-03-10T20:45:00.0,-8.1,59.4
10/03/2018 21:00,4.25,0.0,26.89,0.0,100.0,15.61,2018-03-10T21:00:00.0,-10.6,60.4
10/03/2018 21:15,4.18,0.0,26.89,0.0,100.0,15.36,2018-03-10T21:15:00.0,-9.3,62.9
10/03/2018 21:30,4.21,0.0,26.93,0.0,100.0,15.45,2018-03-10T21:30:00.0,-9.6,59.0
10/03/2018 21:45,4.14,0.0,27.0,0.0,100.0,15.16,2018-03-10T21:45:00.0,-8.8,61.2
10/03/2018 22:00,4.0,0.0,24.59,0.0,100.0,16.06,2018-03-10T22:00:00.0,-9.5,60.0
10/03/2018 22:15,3.31,1.15,10.08,0.0,94.46,31.2,2018-03-10T22:15:00.0,-6.5,51.7
10/03/2018 22:30,3.13,3.17,0.0,0.0,70.26,100.0,2018-03-10T22:30:00.0,-11.1,56.6
10/03/2018 22:45,3.13,3.1,0.0,0.0,71.05,100.0,2018-03-10T22:45:00.0,-10.6,57.8
10/03/2018 23:00,3.1,2.92,0.0,0.0,72.79,100.0,2018-03-10T23:00:00.0,-10.2,59.2
10/03/2018 23:15,3.06,2.59,0.0,0.0,76.33,100.0,2018-03-10T23:15:00.0,-10.2,59.9
10/03/2018 23:30,3.1,2.45,0.0,0.0,78.46,100.0,2018-03-10T23:30:00.0,-11.1,64.8
10/03/2018 23:45,3.02,2.59,0.0,0.0,75.91,100.0,2018-03-10T23:45:00.0,-9.4,65.8
10/03/2018 00:00,3.06,2.66,0.0,0.0,75.47,100.0,2018-03-10T00:00:00.0,-7.8,67.2
11/03/2018 00:15,3.06,2.63,0.0,0.0,75.84,100.0,2018-03-11T00:15:00.0,-6.5,65.6
11/03/2018 00:30,3.1,2.84,0.0,0.0,73.74,100.0,2018-03-11T00:30:00.0,-8.3,71.6
11/03/2018 00:45,3.74,3.96,0.0,0.0,68.66,100.0,2018-03-11T00:45:00.0,-9.0,68.9
11/03/2018 01:00,3.46,3.6,0.0,0.0,69.29,100.0,2018-03-11T01:00:00.0,-10.9,68.0
11/03/2018 01:15,3.1,2.99,0.0,0.0,71.98,100.0,2018-03-11T01:15:00.0,-9.7,69.7
11/03/2018 01:30,3.1,2.88,0.0,0.0,73.26,100.0,2018-03-11T01:30:00.0,-11.9,69.3
11/03/2018 01:45,3.17,2.92,0.0,0.0,73.55,100.0,2018-03-11T01:45:00.0,-11.6,65.4
11/03/2018 02:00,3.1,2.95,0.0,0.0,72.44,100.0,2018-03-11T02:00:00.0,-12.6,74.1
11/03/2018 02:15,3.13,3.06,0.0,0.0,71.51,100.0,2018-03-11T02:15:00.0,-11.6,72.4
11/03/2018 02:30,3.13,3.35,0.0,0.0,68.27,100.0,2018-03-11T02:30:00.0,-12.3,75.6
11/03/2018 02:45,3.13,3.13,0.0,0.0,70.71,100.0,2018-03-11T02:45:00.0,-5.0,72.0
11/03/2018 03:00,3.2,3.2,0.0,0.0,70.71,100.0,2018-03-11T03:00:00.0,-12.1,72.0
11/03/2018 03:15,3.17,3.1,0.0,0.0,71.5,100.0,2018-03-11T03:15:00.0,-12.7,70.8
11/03/2018 03:30,3.1,3.02,0.0,0.0,71.63,100.0,2018-03-11T03:30:00.0,-11.3,74.1
11/03/2018 03:45,3.42,3.74,0.0,0.0,67.48,100.0,2018-03-11T03:45:00.0,-14.0,73.7
11/03/2018 04:00,3.74,4.32,0.0,0.0,65.45,100.0,2018-03-11T04:00:00.0,-13.8,75.0
11/03/2018 04:15,3.2,3.13,0.0,0.0,71.49,100.0,2018-03-11T04:15:00.0,-12.5,71.5
11/03/2018 04:30,3.1,2.95,0.0,0.0,72.44,100.0,2018-03-11T04:30:00.0,-11.3,65.1
11/03/2018 04:45,3.13,2.99,0.0,0.0,72.31,100.0,2018-03-11T04:45:00.0,-11.5,71.2
11/03/2018 05:00,3.13,2.99,0.0,0.0,72.31,100.0,2018-03-11T05:00:00.0,-8.5,67.1
11/03/2018 05:15,3.13,3.02,0.0,0.0,71.96,100.0,2018-03-11T05:15:00.0,-8.3,70.3
11/03/2018 05:30,3.17,2.95,0.0,0.0,73.21,100.0,2018-03-11T05:30:00.0,-11.3,68.0
11/03/2018 05:45,3.17,3.02,0.0,0.0,72.4,100.0,2018-03-11T05:45:00.0,-11.5,67.9
11/03/2018 06:00,3.1,2.95,0.0,0.0,72.44,100.0,2018-03-11T06:00:00.0,-11.0,68.1
11/03/2018 06:15,3.1,2.92,0.0,0.0,72.79,100.0,2018-03-11T06:15:00.0,-9.5,71.6
11/03/2018 06:30,3.13,3.02,0.0,0.0,71.96,100.0,2018-03-11T06:30:00.0,-11.0,72.0
11/03/2018 06:45,3.24,3.24,0.0,0.0,70.71,100.0,2018-03-11T06:45:00.0,-13.1,69.0
11/03/2018 07:00,3.78,4.46,0.0,0.0,64.66,100.0,2018-03-11T07:00:00.0,-7.4,69.6
11/03/2018 07:15,3.1,3.02,0.0,0.0,71.63,100.0,2018-03-11T07:15:00.0,-9.7,73.6
11/03/2018 07:30,3.06,2.95,0.0,0.0,71.99,100.0,2018-03-11T07:30:00.0,-10.2,66.8
11/03/2018 07:45,3.28,3.13,0.0,0.0,72.35,100.0,2018-03-11T07:45:00.0,-10.7,68.1
11/03/2018 08:00,3.31,3.06,0.0,0.0,73.43,100.0,2018-03-11T08:00:00.0,-4.7,67.8
11/03/2018 08:15,15.8,13.28,0.0,0.01,76.55,100.0,2018-03-11T08:15:00.0,-6.5,71.9
11/03/2018 08:30,25.99,20.48,0.0,0.01,78.54,100.0,2018-03-11T08:30:00.0,-6.9,64.3
11/03/2018 08:45,27.76,21.31,0.0,0.01,79.32,100.0,2018-03-11T08:45:00.0,-8.5,72.7
11/03/2018 09:00,30.49,1.87,5.58,0.01,99.81,98.37,2018-03-11T09:00:00.0,-8.0,64.4
11/03/2018 09:15,31.07,0.32,8.5,0.01,99.99,96.46,2018-03-11T09:15:00.0,-4.4,60.3
11/03/2018 09:30,34.74,1.66,2.02,0.02,99.89,99.83,2018-03-11T09:30:00.0,-4.4,62.6
11/03/2018 09:45,33.16,1.3,1.66,0.02,99.92,99.87,2018-03-11T09:45:00.0,-8.6,64.5
11/03/2018 10:00,34.34,2.3,1.22,0.02,99.78,99.94,2018-03-11T10:00:00.0,-6.7,65.7
11/03/2018 10:15,33.84,1.3,1.37,0.02,99.93,99.92,2018-03-11T10:15:00.0,-8.9,64.4
11/03/2018 10:30,31.0,0.5,2.3,0.01,99.99,99.73,2018-03-11T10:30:00.0,-7.8,61.6
11/03/2018 10:45,31.79,2.02,1.69,0.01,99.8,99.86,2018-03-11T10:45:00.0,-4.9,64.6
11/03/2018 11:00,30.02,0.65,2.23,0.01,99.98,99.73,2018-03-11T11:00:00.0,-7.0,66.6
11/03/2018 11:15,30.06,14.51,0.14,0.01,90.06,100.0,2018-03-11T11:15:00.0,-2.9,65.7
11/03/2018 11:30,30.1,15.55,0.0,0.01,88.84,100.0,2018-03-11T11:30:00.0,-8.3,63.5
11/03/2018 11:45,29.84,15.77,0.0,0.01,88.41,100.0,2018-03-11T11:45:00.0,-6.1,64.0
11/03/2018 12:00,29.56,15.01,0.0,0.01,89.16,100.0,2018-03-11T12:00:00.0,-2.0,62.4
11/03/2018 12:15,24.08,2.23,7.34,0.01,99.57,95.65,2018-03-11T12:15:00.0,-4.0,55.3
11/03/2018 12:30,24.16,0.0,10.91,0.01,100.0,91.14,2018-03-11T12:30:00.0,-7.4,59.3
11/03/2018 12:45,24.08,0.0,10.91,0.01,100.0,91.09,2018-03-11T12:45:00.0,-6.1,58.6
11/03/2018 13:00,24.3,0.04,10.48,0.01,100.0,91.82,2018-03-11T13:00:00.0,-4.8,60.7
11/03/2018 13:15,30.64,0.54,2.09,0.01,99.98,99.77,2018-03-11T13:15:00.0,-6.9,66.6
11/03/2018 13:30,31.36,0.54,1.87,0.01,99.99,99.82,2018-03-11T13:30:00.0,-2.6,61.7
11/03/2018 13:45,31.03,1.12,1.76,0.01,99.93,99.84,2018-03-11T13:45:00.0,-2.8,56.7
11/03/2018 14:00,30.85,1.15,1.66,0.01,99.93,99.86,2018-03-11T14:00:00.0,-7.7,59.4
11/03/2018 14:15,30.31,0.58,2.02,0.01,99.98,99.78,2018-03-11T14:15:00.0,-8.0,60.1
11/03/2018 14:30,30.67,1.19,1.73,0.01,99.92,99.84,2018-03-11T14:30:00.0,-7.6,62.6
11/03/2018 14:45,31.36,1.8,1.55,0.01,99.84,99.88,2018-03-11T14:45:00.0,-3.4,55.3
11/03/2018 15:00,31.0,1.08,1.8,0.01,99.94,99.83,2018-03-11T15:00:00.0,-7.8,58.2
11/03/2018 15:15,31.32,1.26,1.69,0.01,99.92,99.85,2018-03-11T15:15:00.0,-5.7,63.2
11/03/2018 15:30,30.2,0.47,1.98,0.01,99.99,99.79,2018-03-11T15:30:00.0,-5.6,65.1
11/03/2018 15:45,30.13,0.5,2.05,0.01,99.99,99.77,2018-03-11T15:45:00.0,-4.9,56.1
11/03/2018 16:00,30.13,0.58,1.94,0.01,99.98,99.79,2018-03-11T16:00:00.0,-9.0,63.5
11/03/2018 16:15,30.31,0.58,2.02,0.01,99.98,99.78,2018-03-11T16:15:00.0,-6.9,56.3
11/03/2018 16:30,30.35,0.54,2.02,0.01,99.98,99.78,2018-03-11T16:30:00.0,-3.5,59.3
11/03/2018 16:45,30.38,0.58,1.94,0.01,99.98,99.8,2018-03-11T16:45:00.0,-2.9,57.2
11/03/2018 17:00,30.92,0.22,2.48,0.01,100.0,99.68,2018-03-11T17:00:00.0,-4.0,59.7
11/03/2018 17:15,30.78,0.14,2.52,0.01,100.0,99.67,2018-03-11T17:15:00.0,-7.3,60.4
11/03/2018 17:30,30.06,0.29,2.66,0.01,100.0,99.61,2018-03-11T17:30:00.0,-7.0,57.7
11/03/2018 17:45,29.77,0.25,2.63,0.01,100.0,99.61,2018-03-11T17:45:00.0,-5.2,57.4
11/03/2018 18:00,31.5,0.68,1.91,0.01,99.98,99.82,2018-03-11T18:00:00.0,-9.1,58.6
11/03/2018 18:15,30.2,13.54,0.14,0.01,91.25,100.0,2018-03-11T18:15:00.0,-3.9,64.0
11/03/2018 18:30,29.99,14.51,0.0,0.01,90.02,100.0,2018-03-11T18:30:00.0,-6.0,53.3
11/03/2018 18:45,29.81,3.64,2.12,0.01,99.26,99.75,2018-03-11T18:45:00.0,-8.4,60.5
11/03/2018 19:00,28.3,0.04,8.21,0.01,100.0,96.04,2018-03-11T19:00:00.0,-3.5,60.6
11/03/2018 19:15,27.97,0.0,9.25,0.01,100.0,94.94,2018-03-11T19:15:00.0,-3.5,60.4
11/03/2018 19:30,28.22,0.0,9.22,0.01,100.0,95.06,2018-03-11T19:30:00.0,-9.0,62.4
11/03/2018 19:45,28.15,0.0,9.18,0.01,100.0,95.07,2018-03-11T19:45:00.0,-7.4,61.3
11/03/2018 20:00,28.73,0.18,7.31,0.01,100.0,96.91,2018-03-11T20:00:00.0,-9.1,62.5
11/03/2018 20:15,28.8,0.07,6.88,0.01,100.0,97.26,2018-03-11T20:15:00.0,-8.4,61.9
11/03/2018 20:30,28.91,0.14,5.69,0.01,100.0,98.12,2018-03-11T20:30:00.0,-9.5,63.7
11/03/2018 20:45,30.2,0.29,2.84,0.01,100.0,99.56,2018-03-11T20:45:00.0,-8.1,60.1
11/03/2018 21:00,31.46,0.07,3.02,0.01,100.0,99.54,2018-03-11T21:00:00.0,-6.7,65.2
11/03/2018 21:15,30.28,0.18,3.13,0.01,100.0,99.47,2018-03-11T21:15:00.0,-8.7,61.1
11/03/2018 21:30,29.66,0.18,3.13,0.01,100.0,99.45,2018-03-11T21:30:00.0,-11.9,64.4
11/03/2018 21:45,30.24,0.22,3.24,0.01,100.0,99.43,2018-03-11T21:45:00.0,-8.6,64.3
11/03/2018 22:00,30.31,0.18,3.13,0.01,100.0,99.47,2018-03-11T22:00:00.0,-10.1,59.6
11/03/2018 22:15,30.56,11.74,1.62,0.01,93.35,99.86,2018-03-11T22:15:00.0,-8.1,60.4
11/03/2018 22:30,12.71,11.38,0.0,0.01,74.5,100.0,2018-03-11T22:30:00.0,-10.1,61.0
11/03/2018 22:45,4.07,3.82,0.0,0.0,72.91,100.0,2018-03-11T22:45:00.0,-11.0,60.6
11/03/2018 23:00,3.78,3.56,0.0,0.0,72.8,100.0,2018-03-11T23:00:00.0,-11.8,69.4
11/03/2018 23:15,3.78,3.24,0.04,0.0,75.93,99.99,2018-03-11T23:15:00.0,-8.4,69.0
11/03/2018 23:30,3.85,3.24,0.0,0.0,76.51,100.0,2018-03-11T23:30:00.0,-10.8,64.1
11/03/2018 23:45,3.78,3.85,0.0,0.0,70.06,100.0,2018-03-11T23:45:00.0,-10.2,63.6
11/03/2018 00:00,3.82,4.61,0.0,0.0,63.8,100.0,2018-03-11T00:00:00.0,-11.4,71.0
12/03/2018 00:15,3.78,4.79,0.0,0.0,61.95,100.0,2018-03-12T00:15:00.0,-5.5,75.9
12/03/2018 00:30,3.89,5.0,0.0,0.0,61.4,100.0,2018-03-12T00:30:00.0,-4.8,80.7
12/03/2018 00:45,3.89,5.11,0.0,0.0,60.57,100.0,2018-03-12T00:45:00.0,-5.5,75.4
12/03/2018 01:00,3.85,5.08,0.0,0.0,60.4,100.0,2018-03-12T01:00:00.0,-5.9,78.9
12/03/2018 01:15,3.82,5.04,0.0,0.0,60.4,100.0,2018-03-12T01:15:00.0,-6.7,77.4
12/03/2018 01:30,3.89,5.47,0.0,0.0,57.95,100.0,2018-03-12T01:30:00.0,-4.8,76.3
12/03/2018 01:45,3.92,5.4,0.0,0.0,58.75,100.0,2018-03-12T01:45:00.0,-5.2,76.6
12/03/2018 02:00,3.89,5.26,0.0,0.0,59.46,100.0,2018-03-12T02:00:00.0,-2.8,80.2
12/03/2018 02:15,3.89,5.22,0.0,0.0,59.75,100.0,2018-03-12T02:15:00.0,-1.6,77.8
12/03/2018 02:30,3.85,5.15,0.0,0.0,59.88,100.0,2018-03-12T02:30:00.0,-5.9,80.1
12/03/2018 02:45,3.82,5.08,0.0,0.0,60.1,100.0,2018-03-12T02:45:00.0,-5.1,76.6
12/03/2018 03:00,3.92,5.15,0.0,0.0,60.57,100.0,2018-03-12T03:00:00.0,-3.9,79.0
12/03/2018 03:15,3.85,5.22,0.0,0.0,59.36,100.0,2018-03-12T03:15:00.0,-4.2,80.0
12/03/2018 03:30,3.89,5.22,0.0,0.0,59.75,100.0,2018-03-12T03:30:00.0,-8.9,79.4
12/03/2018 03:45,3.38,4.14,0.0,0.0,63.24,100.0,2018-03-12T03:45:00.0,-6.0,77.2
12/03/2018 04:00,3.17,3.64,0.0,0.0,65.67,100.0,2018-03-12T04:00:00.0,-5.3,79.7
12/03/2018 04:15,3.24,3.53,0.0,0.0,67.62,100.0,2018-03-12T04:15:00.0,-6.7,83.5
12/03/2018 04:30,3.13,3.46,0.0,0.0,67.09,100.0,2018-03-12T04:30:00.0,-7.3,86.1
12/03/2018 04:45,3.17,3.46,0.0,0.0,67.55,100.0,2018-03-12T04:45:00.0,-7.6,81.4
12/03/2018 05:00,3.13,3.46,0.0,0.0,67.09,100.0,2018-03-12T05:00:00.0,-3.5,78.1
12/03/2018 05:15,3.2,3.46,0.0,0.0,67.9,100.0,2018-03-12T05:15:00.0,-6.2,77.3
12/03/2018 05:30,3.17,3.38,0.0,0.0,68.41,100.0,2018-03-12T05:30:00.0,-6.4,77.5
12/03/2018 05:45,3.1,3.24,0.0,0.0,69.13,100.0,2018-03-12T05:45:00.0,-5.3,73.5
12/03/2018 06:00,3.13,3.17,0.0,0.0,70.26,100.0,2018-03-12T06:00:00.0,-1.7,74.0
12/03/2018 06:15,3.1,3.24,0.0,0.0,69.13,100.0,2018-03-12T06:15:00.0,-2.2,75.5
12/03/2018 06:30,3.13,3.17,0.0,0.0,70.26,100.0,2018-03-12T06:30:00.0,-3.8,78.3
12/03/2018 06:45,3.74,4.39,0.0,0.0,64.85,100.0,2018-03-12T06:45:00.0,-3.7,76.4
12/03/2018 07:00,3.46,3.89,0.0,0.0,66.46,100.0,2018-03-12T07:00:00.0,-2.3,77.0
12/03/2018 07:15,3.74,3.64,0.0,0.0,71.66,100.0,2018-03-12T07:15:00.0,-6.0,73.5
12/03/2018 07:30,4.07,3.96,0.0,0.0,71.67,100.0,2018-03-12T07:30:00.0,-4.8,76.5
12/03/2018 07:45,4.36,4.68,0.0,0.0,68.16,100.0,2018-03-12T07:45:00.0,-3.8,79.3
